Request_ID,Create_Date,Close_Date,Status,Request_Type,Department,Origin,District,Latitude,Longitude,Create_Date_ISO,Close_Date_ISO
528834,1772135340000,1772135340000,Closed,Inquiries (Building Permits),Inspections Department,Call Center,,0.0,0.0,2026-02-26T19:49:00+00:00,2026-02-26T19:49:00+00:00
528832,1772135220000,,Open,Request A New Container,Sanitation Department,Call Center,3,32.4045634,-86.2859316,2026-02-26T19:47:00+00:00,
528831,1772135160000,,Open,General Sanitation Inquiry,Sanitation Department,Website,4,32.3159834,-86.3801713,2026-02-26T19:46:00+00:00,
528830,1772134860000,1772134860000,Closed,Inquiries(Sanitation Department),Sanitation Department,Call Center,,0.0,0.0,2026-02-26T19:41:00+00:00,2026-02-26T19:41:00+00:00
528829,1772134080000,,In Progress,COM Ballfield Lighting,Building Maintenance,Call Center,9,32.3558417,-86.1414834,2026-02-26T19:28:00+00:00,
528828,1772133960000,1772133960000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,4,32.317636,-86.3496169,2026-02-26T19:26:00+00:00,2026-02-26T19:26:00+00:00
528827,1772132520000,1772219160000,Closed,Fire Carpentry,Building Maintenance,Call Center,7,32.3523876,-86.2868912,2026-02-26T19:02:00+00:00,2026-02-27T19:06:00+00:00
528826,1772132220000,1772194380000,Closed,Fire Hvac/Refrigeration,Building Maintenance,Call Center,7,32.327311,-86.299659,2026-02-26T18:57:00+00:00,2026-02-27T12:13:00+00:00
528825,1772132160000,1772132160000,Closed,Inquiries,Emergency Management Agency,Call Center,,0.0,0.0,2026-02-26T18:56:00+00:00,2026-02-26T18:56:00+00:00
528824,1772132100000,1772132100000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-26T18:55:00+00:00,2026-02-26T18:55:00+00:00
528823,1772132040000,1772132040000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-26T18:54:00+00:00,2026-02-26T18:54:00+00:00
528822,1772130900000,,Open,Exchange Damage Container,Sanitation Department,Call Center,7,32.3296131,-86.304908,2026-02-26T18:35:00+00:00,
528821,1772129520000,,Open,Missed Pick Up,Sanitation Department,Website,7,32.3565174,-86.2742267,2026-02-26T18:12:00+00:00,
528820,1772129280000,1772131740000,Closed,COM Plumbing,Building Maintenance,Call Center,2,32.4023749,-86.2177254,2026-02-26T18:08:00+00:00,2026-02-26T18:49:00+00:00
528819,1772128140000,1772128140000,Closed,Inquiries(Land Use),Planning Department,Call Center,,0.0,0.0,2026-02-26T17:49:00+00:00,2026-02-26T17:49:00+00:00
528817,1772127420000,1772141160000,Closed,Stop Sign or Yield Sign Missing/Damaged,Traffic Engineering,Call Center,1,32.3779958,-86.1619011,2026-02-26T17:37:00+00:00,2026-02-26T21:26:00+00:00
528818,1772127420000,1772127720000,Closed,Community Center Plumbing,Building Maintenance,Call Center,3,32.3798244,-86.3075741,2026-02-26T17:37:00+00:00,2026-02-26T17:42:00+00:00
528816,1772127360000,1772129760000,Closed,Community Center Plumbing,Building Maintenance,Call Center,8,32.3398591,-86.2139438,2026-02-26T17:36:00+00:00,2026-02-26T18:16:00+00:00
528815,1772126880000,,In Progress,General Repairs,Code Enforcement,Call Center,8,32.3393075,-86.2174851,2026-02-26T17:28:00+00:00,
528814,1772126340000,1772128020000,Closed,Fire Electrical,Building Maintenance,Call Center,5,32.356549,-86.2417394,2026-02-26T17:19:00+00:00,2026-02-26T17:47:00+00:00
528813,1772125560000,,In Progress,Nuisance,Code Enforcement,Call Center,4,32.3568361,-86.3239495,2026-02-26T17:06:00+00:00,
528812,1772124060000,1772130360000,Closed,COM Electrical,Building Maintenance,Call Center,9,32.3499093,-86.2129169,2026-02-26T16:41:00+00:00,2026-02-26T18:26:00+00:00
528811,1772123820000,1772126400000,Closed,Check the timing for an approach of an existing signalized intersection,Traffic Engineering,Call Center,4,32.3734732,-86.3485889,2026-02-26T16:37:00+00:00,2026-02-26T17:20:00+00:00
528810,1772123460000,1772131680000,Closed,COM Electrical,Building Maintenance,Call Center,3,32.3792434,-86.3150233,2026-02-26T16:31:00+00:00,2026-02-26T18:48:00+00:00
528809,1772123280000,,Open,Other,Planning Department,Call Center,7,32.357021,-86.2879815,2026-02-26T16:28:00+00:00,
528808,1772123100000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,2,32.3922017,-86.2180332,2026-02-26T16:25:00+00:00,
528807,1772122200000,1772123460000,Closed,Community Center Plumbing,Building Maintenance,Call Center,3,32.381554,-86.2911666,2026-02-26T16:10:00+00:00,2026-02-26T16:31:00+00:00
528806,1772121960000,1772121960000,Closed,Inquiries(Property Maintenance),Code Enforcement,Call Center,1,32.3754713,-86.2468194,2026-02-26T16:06:00+00:00,2026-02-26T16:06:00+00:00
528805,1772121900000,,In Progress,Fire Upholstery,Building Maintenance,Call Center,3,32.3669606,-86.2868375,2026-02-26T16:05:00+00:00,
528804,1772120760000,1772219280000,Closed,COM Carpentry,Building Maintenance,Call Center,3,32.3765291,-86.3083342,2026-02-26T15:46:00+00:00,2026-02-27T19:08:00+00:00
528803,1772120520000,,In Progress,Clean Inlets (for stopped up storm drains),Street Maintenance,Call Center,2,32.387469,-86.2428679,2026-02-26T15:42:00+00:00,
528802,1772119200000,1772119200000,Closed,Inquiries (Building Permits),Inspections Department,Call Center,,0.0,0.0,2026-02-26T15:20:00+00:00,2026-02-26T15:20:00+00:00
528801,1772119080000,1772119080000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-26T15:18:00+00:00,2026-02-26T15:18:00+00:00
528800,1772119020000,1772119020000,Closed,Ask 3-1-1,FAQ,Call Center,3,32.4102346,-86.302423,2026-02-26T15:17:00+00:00,2026-02-26T15:17:00+00:00
528799,1772118780000,1772125800000,Closed,Community Center Plumbing,Building Maintenance,Call Center,2,32.4074679,-86.2637891,2026-02-26T15:13:00+00:00,2026-02-26T17:10:00+00:00
528798,1772118540000,,Open,Leaves and Debris Pick up,Sanitation Department,Call Center,4,32.3320207,-86.3234169,2026-02-26T15:09:00+00:00,
528797,1772118000000,,In Progress,Dead Animal pickup,Sanitation Department,Website,9,32.3422105,-86.1853192,2026-02-26T15:00:00+00:00,
528796,1772117820000,1772117820000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-26T14:57:00+00:00,2026-02-26T14:57:00+00:00
528795,1772115420000,,Open,Bulky Items and Debris In The Street,Sanitation Department,Call Center,3,32.3758306,-86.2806424,2026-02-26T14:17:00+00:00,
528794,1772115300000,1772419200000,Closed,Nuisance,Code Enforcement,Call Center,3,32.3758306,-86.2806424,2026-02-26T14:15:00+00:00,2026-03-02T02:40:00+00:00
528793,1772115240000,1772119440000,Closed,Check the timing for an approach of an existing signalized intersection,Traffic Engineering,Call Center,4,32.3288983,-86.3442261,2026-02-26T14:14:00+00:00,2026-02-26T15:24:00+00:00
528792,1772114700000,1772219400000,Closed,Fire Carpentry,Building Maintenance,Call Center,9,32.3419257,-86.1948566,2026-02-26T14:05:00+00:00,2026-02-27T19:10:00+00:00
528791,1772113980000,,Open,Request Vacation Home Check,Police Department,Call Center,6,32.3005568,-86.235891,2026-02-26T13:53:00+00:00,
528790,1772112660000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,7,32.357021,-86.2879815,2026-02-26T13:31:00+00:00,
528789,1772111640000,1772198160000,Closed,Nuisance,Code Enforcement,Website,2,32.391312,-86.2457087,2026-02-26T13:14:00+00:00,2026-02-27T13:16:00+00:00
528788,1772111580000,1772218920000,Closed,Nuisance,Code Enforcement,Website,2,32.393127,-86.2015376,2026-02-26T13:13:00+00:00,2026-02-27T19:02:00+00:00
528787,1772111280000,,Open,Leaves and Debris Pick up,Sanitation Department,Call Center,8,32.332078,-86.2256557,2026-02-26T13:08:00+00:00,
528786,1772111220000,1772459160000,Closed,Leaves and Debris Pick up,Sanitation Department,Call Center,6,32.2983234,-86.2322746,2026-02-26T13:07:00+00:00,2026-03-02T13:46:00+00:00
528784,1772110920000,1772123220000,Closed,Building Inspection Issues,Inspections Department,Call Center,7,32.357021,-86.2879815,2026-02-26T13:02:00+00:00,2026-02-26T16:27:00+00:00
528785,1772110920000,1772198160000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,7,32.357021,-86.2879815,2026-02-26T13:02:00+00:00,2026-02-27T13:16:00+00:00
528783,1772110560000,1772210580000,Closed,General Repairs,Code Enforcement,Call Center,2,32.3920296,-86.2204251,2026-02-26T12:56:00+00:00,2026-02-27T16:43:00+00:00
528782,1772108460000,1772117040000,Closed,COM Ballfield Lighting,Building Maintenance,Control Panel,9,32.3774297,-86.1815442,2026-02-26T12:21:00+00:00,2026-02-26T14:44:00+00:00
528781,1772108100000,1772128500000,Closed,COM Ballfield Lighting,Building Maintenance,Control Panel,9,32.3499031,-86.1723835,2026-02-26T12:15:00+00:00,2026-02-26T17:55:00+00:00
528780,1772107200000,1772123820000,Closed,Library Electrical,Building Maintenance,Control Panel,2,32.4000572,-86.2590327,2026-02-26T12:00:00+00:00,2026-02-26T16:37:00+00:00
528779,1772066520000,1772230260000,Closed,Frequently Ask Questions,FAQ,Website,7,32.3430929,-86.291113,2026-02-26T00:42:00+00:00,2026-02-27T22:11:00+00:00
528778,1772059200000,,In Progress,Nuisance,Code Enforcement,Call Center,4,32.2981762,-86.3394686,2026-02-25T22:40:00+00:00,
528777,1772059080000,,Open,Schedule A Bulk Pick Up***DO NOT USE***,Sanitation Department,Call Center,6,32.316029,-86.1919,2026-02-25T22:38:00+00:00,
528776,1772059020000,1772113020000,Closed,Traffic Calming Request,Traffic Engineering,Call Center,3,32.4138661,-86.2739296,2026-02-25T22:37:00+00:00,2026-02-26T13:37:00+00:00
528775,1772058660000,1772109480000,Closed,Missed Pick Up,Sanitation Department,Citibot,6,32.3216112,-86.2362626,2026-02-25T22:31:00+00:00,2026-02-26T12:38:00+00:00
528774,1772058180000,1772134500000,Closed,COM Carpentry,Building Maintenance,Call Center,3,32.381829,-86.3108709,2026-02-25T22:23:00+00:00,2026-02-26T19:35:00+00:00
528773,1772058060000,,Open,Tree Issues On City R.O.W.,Urban Forestry,Call Center,4,32.3470342,-86.32806,2026-02-25T22:21:00+00:00,
528772,1772058000000,1772114280000,Closed,Street is holding water,Street Maintenance,Website,3,32.4225011,-86.2943214,2026-02-25T22:20:00+00:00,2026-02-26T13:58:00+00:00
528771,1772057460000,,In Progress,Parking On Front Lawn,Code Enforcement,Call Center,5,32.345717,-86.2423965,2026-02-25T22:11:00+00:00,
528770,1772056920000,1772459100000,Closed,Leaves and Debris Pick up,Sanitation Department,Call Center,6,32.3086541,-86.2596513,2026-02-25T22:02:00+00:00,2026-03-02T13:45:00+00:00
528769,1772056680000,,Open,Leaves and Debris Pick up,Sanitation Department,Call Center,8,32.3339383,-86.1265078,2026-02-25T21:58:00+00:00,
528768,1772056620000,1772458140000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,6,32.3010147,-86.235167,2026-02-25T21:57:00+00:00,2026-03-02T13:29:00+00:00
528765,1772056560000,1772460420000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,6,32.3006104,-86.2380807,2026-02-25T21:56:00+00:00,2026-03-02T14:07:00+00:00
528766,1772056560000,1772460660000,Closed,Nuisance,Code Enforcement,Call Center,6,32.3006104,-86.2380807,2026-02-25T21:56:00+00:00,2026-03-02T14:11:00+00:00
528767,1772056560000,1772459520000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,6,32.3005794,-86.2383709,2026-02-25T21:56:00+00:00,2026-03-02T13:52:00+00:00
528764,1772056320000,,In Progress,Nuisance,Code Enforcement,Call Center,7,32.3316102,-86.3054727,2026-02-25T21:52:00+00:00,
528763,1772056200000,,Open,Business in Residential District,Planning Department,Call Center,4,32.3476222,-86.326664,2026-02-25T21:50:00+00:00,
528762,1772055840000,1772112180000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3464399,-86.324693,2026-02-25T21:44:00+00:00,2026-02-26T13:23:00+00:00
528761,1772054640000,,In Progress,Sidewalk,Street Maintenance,Call Center,7,32.3608677,-86.2577874,2026-02-25T21:24:00+00:00,
528760,1772054520000,,In Progress,General Repairs,Code Enforcement,Call Center,9,32.3435661,-86.1958469,2026-02-25T21:22:00+00:00,
528759,1772054220000,1772054220000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-25T21:17:00+00:00,2026-02-25T21:17:00+00:00
528758,1772053440000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,2,32.3880783,-86.2532701,2026-02-25T21:04:00+00:00,
528757,1772052840000,,In Progress,Nuisance,Code Enforcement,Call Center,7,32.3556142,-86.3075871,2026-02-25T20:54:00+00:00,
528756,1772052780000,,In Progress,Tree Risk Assessment,Urban Forestry,Call Center,7,32.3556142,-86.3075871,2026-02-25T20:53:00+00:00,
528755,1772052540000,,Open,Business in Residential District,Planning Department,Call Center,4,32.341466,-86.3147701,2026-02-25T20:49:00+00:00,
528754,1772052420000,,Open,Litter Problems for paper and Other Small Items (DO NOT USE FOR BULKY ITEMS),Sanitation Department,Call Center,9,32.3569214,-86.1302665,2026-02-25T20:47:00+00:00,
528753,1772052240000,,In Progress,Parking On Front Lawn,Code Enforcement,Call Center,4,32.3437056,-86.3119568,2026-02-25T20:44:00+00:00,
528752,1772051880000,,In Progress,Fallen Trees and Limbs,Street Maintenance,Website,7,32.3551183,-86.2474162,2026-02-25T20:38:00+00:00,
528751,1772051160000,1772134440000,Closed,Community Center Carpentry,Building Maintenance,Call Center,3,32.3791705,-86.2943374,2026-02-25T20:26:00+00:00,2026-02-26T19:34:00+00:00
528750,1772050680000,,In Progress,Nuisance,Code Enforcement,Website,3,32.385134,-86.2765475,2026-02-25T20:18:00+00:00,
528749,1772050620000,1772050620000,Closed,Ask 3-1-1,FAQ,Call Center,3,32.3769388,-86.3105109,2026-02-25T20:17:00+00:00,2026-02-25T20:17:00+00:00
528748,1772050500000,1772051460000,Closed,General Sanitation Inquiry,Sanitation Department,Call Center,3,32.3798244,-86.3075741,2026-02-25T20:15:00+00:00,2026-02-25T20:31:00+00:00
528747,1772050440000,1772050440000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-25T20:14:00+00:00,2026-02-25T20:14:00+00:00
528746,1772050380000,1772050380000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-25T20:13:00+00:00,2026-02-25T20:13:00+00:00
528745,1772050140000,1772050140000,Closed,FAQ-City Hall,FAQ,Call Center,,0.0,0.0,2026-02-25T20:09:00+00:00,2026-02-25T20:09:00+00:00
528744,1772050080000,1772050080000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-25T20:08:00+00:00,2026-02-25T20:08:00+00:00
528742,1772049960000,1772049960000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-25T20:06:00+00:00,2026-02-25T20:06:00+00:00
528743,1772049960000,1772049960000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-25T20:06:00+00:00,2026-02-25T20:06:00+00:00
528741,1772049900000,1772049900000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-25T20:05:00+00:00,2026-02-25T20:05:00+00:00
528739,1772049780000,1772207580000,Closed,Nuisance,Code Enforcement,Call Center,3,32.4192271,-86.2943052,2026-02-25T20:03:00+00:00,2026-02-27T15:53:00+00:00
528740,1772049780000,,In Progress,COM Barricade Request / Barricade Pickup,Street Maintenance,Control Panel,3,32.3819047,-86.2979896,2026-02-25T20:03:00+00:00,
528738,1772049120000,,In Progress,Demolition(House),Code Enforcement,Call Center,4,32.3374079,-86.3126766,2026-02-25T19:52:00+00:00,
528737,1772048880000,,In Progress,Demolition(House),Code Enforcement,Call Center,4,32.3373982,-86.3130664,2026-02-25T19:48:00+00:00,
528736,1772048700000,1772049000000,Closed,Inquiries(Property Maintenance),Code Enforcement,Call Center,4,32.3374079,-86.3126766,2026-02-25T19:45:00+00:00,2026-02-25T19:50:00+00:00
528735,1772048580000,,In Progress,Demolition(House),Code Enforcement,Call Center,4,32.337409,-86.3122779,2026-02-25T19:43:00+00:00,
528734,1772048340000,1772124180000,Closed,Street Maintenance Please Call Citizen Back,Street Maintenance Please Call Citizen Back,Call Center,3,32.3769388,-86.3105109,2026-02-25T19:39:00+00:00,2026-02-26T16:43:00+00:00
528733,1772047260000,,In Progress,Sinkholes/Cave Ins,Street Maintenance,Call Center,3,32.389125,-86.304954,2026-02-25T19:21:00+00:00,
528732,1772045220000,1772220060000,Closed,Community Center Carpentry,Building Maintenance,Call Center,3,32.420836,-86.2743192,2026-02-25T18:47:00+00:00,2026-02-27T19:21:00+00:00
528731,1772044680000,1772134800000,Closed,COM Carpentry,Building Maintenance,Call Center,3,32.3807152,-86.3141358,2026-02-25T18:38:00+00:00,2026-02-26T19:40:00+00:00
528730,1772043060000,1772044440000,Closed,Street Light Out,Traffic Engineering,Call Center,3,32.4136185,-86.2776233,2026-02-25T18:11:00+00:00,2026-02-25T18:34:00+00:00
528729,1772043000000,,In Progress,Nuisance,Code Enforcement,Call Center,5,32.3242578,-86.3022504,2026-02-25T18:10:00+00:00,
528728,1772041680000,1772041680000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-25T17:48:00+00:00,2026-02-25T17:48:00+00:00
528727,1772041440000,1772041440000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-25T17:44:00+00:00,2026-02-25T17:44:00+00:00
528726,1772039820000,1772040120000,Closed,COM Plumbing,Building Maintenance,Control Panel,3,32.3791945,-86.3079207,2026-02-25T17:17:00+00:00,2026-02-25T17:22:00+00:00
528724,1772039700000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,1,32.3772034,-86.1603443,2026-02-25T17:15:00+00:00,
528725,1772039700000,1772040060000,Closed,COM Plumbing,Building Maintenance,Control Panel,3,32.3765291,-86.3083342,2026-02-25T17:15:00+00:00,2026-02-25T17:21:00+00:00
528723,1772039340000,1772039340000,Closed,Animal Control Issues,FAQ,Call Center,,0.0,0.0,2026-02-25T17:09:00+00:00,2026-02-25T17:09:00+00:00
528722,1772038200000,1772038200000,Closed,FAQ-City Council Members,FAQ,Call Center,6,32.3156822,-86.2091611,2026-02-25T16:50:00+00:00,2026-02-25T16:50:00+00:00
528721,1772038080000,1772219580000,Closed,COM Carpentry,Building Maintenance,Control Panel,3,32.3765291,-86.3083342,2026-02-25T16:48:00+00:00,2026-02-27T19:13:00+00:00
528720,1772037660000,1772042940000,Closed,COM Electrical,Building Maintenance,Call Center,3,32.3821668,-86.2911497,2026-02-25T16:41:00+00:00,2026-02-25T18:09:00+00:00
528719,1772037600000,,In Progress,Nuisance,Code Enforcement,Call Center,4,32.3384152,-86.3184181,2026-02-25T16:40:00+00:00,
528718,1772037540000,1772037540000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-25T16:39:00+00:00,2026-02-25T16:39:00+00:00
528717,1772036940000,1772044080000,Closed,Community Center Plumbing,Building Maintenance,Call Center,4,32.3598177,-86.3320516,2026-02-25T16:29:00+00:00,2026-02-25T18:28:00+00:00
528716,1772036580000,1772036580000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-25T16:23:00+00:00,2026-02-25T16:23:00+00:00
528715,1772036280000,1772117340000,Closed,COM Electrical,Building Maintenance,Call Center,1,32.3796575,-86.2266184,2026-02-25T16:18:00+00:00,2026-02-26T14:49:00+00:00
528714,1772036040000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,8,32.327858,-86.1937221,2026-02-25T16:14:00+00:00,
528713,1772035680000,1772036160000,Closed,Street Light Out,Traffic Engineering,Call Center,4,32.3496883,-86.3505608,2026-02-25T16:08:00+00:00,2026-02-25T16:16:00+00:00
528712,1772035560000,1772035860000,Closed,Street Light Out,Traffic Engineering,Call Center,7,32.3589094,-86.3200432,2026-02-25T16:06:00+00:00,2026-02-25T16:11:00+00:00
528711,1772034540000,,In Progress,Pothole Repairing,Street Maintenance,Call Center,9,32.3445402,-86.1945536,2026-02-25T15:49:00+00:00,
528710,1772034300000,1772134440000,Closed,Community Center Carpentry,Building Maintenance,Call Center,7,32.3408553,-86.296057,2026-02-25T15:45:00+00:00,2026-02-26T19:34:00+00:00
528709,1772034240000,1772036280000,Closed,Community Center Plumbing,Building Maintenance,Call Center,7,32.3408553,-86.296057,2026-02-25T15:44:00+00:00,2026-02-25T16:18:00+00:00
528708,1772034180000,1772229060000,Closed,Dead Animal pickup,Sanitation Department,Website,4,32.3647424,-86.3320195,2026-02-25T15:43:00+00:00,2026-02-27T21:51:00+00:00
528707,1772033160000,,In Progress,Tree Trimming,Urban Forestry,Call Center,6,32.3213784,-86.2200405,2026-02-25T15:26:00+00:00,
528706,1772032080000,,Open,COM Fallen Tree or Limb Down Inside a Park,Parks & Recreation,Call Center,4,32.3227559,-86.3165698,2026-02-25T15:08:00+00:00,
528703,1772032020000,,Open,Missed Pick Up,Sanitation Department,Website,4,32.3471229,-86.338136,2026-02-25T15:07:00+00:00,
528704,1772032020000,1772032020000,Closed,FAQ-City Hall,FAQ,Call Center,,0.0,0.0,2026-02-25T15:07:00+00:00,2026-02-25T15:07:00+00:00
528705,1772032020000,1772112840000,Closed,Curb/Gutter Clean up (dirt/debris),Street Maintenance,Call Center,4,32.3244356,-86.3131099,2026-02-25T15:07:00+00:00,2026-02-26T13:34:00+00:00
528702,1772031420000,,In Progress,Nuisance,Code Enforcement,Call Center,3,32.4151502,-86.2846924,2026-02-25T14:57:00+00:00,
528701,1772031240000,,In Progress,COM Upholstery,Building Maintenance,Control Panel,3,32.3872602,-86.2980451,2026-02-25T14:54:00+00:00,
528700,1772031000000,1772031000000,Closed,FAQ-Sanitation,Sanitation Department,Call Center,7,32.32762,-86.2962829,2026-02-25T14:50:00+00:00,2026-02-25T14:50:00+00:00
528699,1772029740000,1772035320000,Closed,Community Center Electrical,Building Maintenance,Call Center,9,32.3774297,-86.1815442,2026-02-25T14:29:00+00:00,2026-02-25T16:02:00+00:00
528698,1772029320000,1772029320000,Closed,Ask 3-1-1,FAQ,Call Center,3,32.3673162,-86.2712747,2026-02-25T14:22:00+00:00,2026-02-25T14:22:00+00:00
528697,1772028900000,1772028900000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-25T14:15:00+00:00,2026-02-25T14:15:00+00:00
528696,1772028660000,,In Progress,Request Cleaning,Street Maintenance,Call Center,7,32.3663492,-86.2471861,2026-02-25T14:11:00+00:00,
528695,1772028360000,1772220960000,Closed,COM Paint,Building Maintenance,Call Center,3,32.3765291,-86.3083342,2026-02-25T14:06:00+00:00,2026-02-27T19:36:00+00:00
528694,1772026860000,,Open,Missed Pick Up,Sanitation Department,Citibot,1,32.3828689,-86.2544577,2026-02-25T13:41:00+00:00,
528693,1772026320000,1772044080000,Closed,COM Plumbing,Building Maintenance,Call Center,3,32.4032175,-86.2711282,2026-02-25T13:32:00+00:00,2026-02-25T18:28:00+00:00
528692,1772026200000,,Open,Tree Risk Assessment,Urban Forestry,Call Center,6,32.3165422,-86.249115,2026-02-25T13:30:00+00:00,
528691,1771993260000,,In Progress,General Repairs,Code Enforcement,Website,7,32.332242,-86.2972584,2026-02-25T04:21:00+00:00,
528690,1771985520000,,Open,Missing Trash Container,Sanitation Department,Website,9,32.3438422,-86.1831079,2026-02-25T02:12:00+00:00,
528689,1771977540000,1772459040000,Closed,Missed Pick Up,Sanitation Department,Citibot,5,32.3440403,-86.218521,2026-02-24T23:59:00+00:00,2026-03-02T13:44:00+00:00
528688,1771970640000,1771970640000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-24T22:04:00+00:00,2026-02-24T22:04:00+00:00
528687,1771967640000,,In Progress,Nuisance,Code Enforcement,Call Center,5,32.317174,-86.287154,2026-02-24T21:14:00+00:00,
528686,1771967100000,1772026800000,Closed,Traffic Calming Request,Traffic Engineering,Call Center,3,32.3733463,-86.284205,2026-02-24T21:05:00+00:00,2026-02-25T13:40:00+00:00
528685,1771966500000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,2,32.4003584,-86.2555318,2026-02-24T20:55:00+00:00,
528684,1771966260000,1771966260000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-24T20:51:00+00:00,2026-02-24T20:51:00+00:00
528681,1771964460000,1771964460000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-24T20:21:00+00:00,2026-02-24T20:21:00+00:00
528682,1771964460000,,In Progress,Nuisance,Code Enforcement,Website,8,32.3203289,-86.1454465,2026-02-24T20:21:00+00:00,
528683,1771964460000,1771964460000,Closed,FAQ-City Council Members,FAQ,Call Center,,0.0,0.0,2026-02-24T20:21:00+00:00,2026-02-24T20:21:00+00:00
528680,1771963920000,1771963920000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-24T20:12:00+00:00,2026-02-24T20:12:00+00:00
528678,1771963860000,1771963860000,Closed,Inquiries(Sanitation Department),Sanitation Department,Call Center,,0.0,0.0,2026-02-24T20:11:00+00:00,2026-02-24T20:11:00+00:00
528679,1771963860000,1772026980000,Closed,Street Light Out,Traffic Engineering,Call Center,3,32.4173128,-86.2746202,2026-02-24T20:11:00+00:00,2026-02-25T13:43:00+00:00
528677,1771963380000,1771964580000,Closed,FAQ-Sanitation,Sanitation Department,Citibot,3,32.3798244,-86.3075741,2026-02-24T20:03:00+00:00,2026-02-24T20:23:00+00:00
528676,1771962540000,1772211360000,Closed,Parking On Front Lawn,Code Enforcement,Website,2,32.3974228,-86.249351,2026-02-24T19:49:00+00:00,2026-02-27T16:56:00+00:00
528675,1771962120000,,Open,Dead Animal pickup,Sanitation Department,Call Center,1,32.3821562,-86.1934625,2026-02-24T19:42:00+00:00,
528674,1771961940000,1771962780000,Closed,Install New Signs,Traffic Engineering,Call Center,2,32.4043083,-86.1883882,2026-02-24T19:39:00+00:00,2026-02-24T19:53:00+00:00
528673,1771961880000,1771961880000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-24T19:38:00+00:00,2026-02-24T19:38:00+00:00
528671,1771961820000,,Open,COM Landscape Issues,Parks & Recreation,Call Center,2,32.4005741,-86.1887814,2026-02-24T19:37:00+00:00,
528672,1771961820000,1771961820000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-24T19:37:00+00:00,2026-02-24T19:37:00+00:00
528670,1771961760000,1771961760000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-24T19:36:00+00:00,2026-02-24T19:36:00+00:00
528669,1771961640000,1771961640000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-24T19:34:00+00:00,2026-02-24T19:34:00+00:00
528668,1771961580000,1771961580000,Closed,Inquiries(Sanitation Department),Sanitation Department,Call Center,,0.0,0.0,2026-02-24T19:33:00+00:00,2026-02-24T19:33:00+00:00
528667,1771961520000,1771961880000,Closed,Replace a signal indication that is not working,Traffic Engineering,Call Center,4,32.3513628,-86.3100002,2026-02-24T19:32:00+00:00,2026-02-24T19:38:00+00:00
528666,1771960980000,,In Progress,No Utilities(House),Code Enforcement,Call Center,7,32.3609353,-86.3182228,2026-02-24T19:23:00+00:00,
528665,1771960860000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,1,32.3772929,-86.1605318,2026-02-24T19:21:00+00:00,
